id,y
616,3
617,4
618,4
619,3
620,3
621,4
622,4
623,3
624,3
625,4
626,4
627,5
628,5
629,3
630,3
631,4
632,3
633,6
634,4
635,4
636,5
637,6
638,3
639,4
640,6
641,4
642,4
643,3
644,5
645,4
646,3
647,5
648,3
649,3
650,3
651,5
652,4
653,3
654,3
655,3
656,3
657,4
658,3
659,3
660,4
661,4
662,5
663,4
664,4
665,4
666,2
667,4
668,3
669,5
670,3
671,5
672,4
673,3
674,4
675,6
676,4
677,5
678,5
679,8
680,3
681,4
682,4
683,6
684,3
685,4
686,3
687,4
688,4
689,4
690,4
691,4
692,3
693,3
694,3
695,4
696,4
697,3
698,4
699,3
700,4
701,4
702,5
703,4
704,7
705,4
706,3
707,4
708,3
709,4
710,3
711,4
712,5
713,3
714,3
715,4
716,4
717,3
718,5
719,3
720,3
721,4
722,4
723,4
724,3
725,5
726,4
727,5
728,4
729,4
730,3
731,3
732,3
733,4
734,4
735,3
736,4
737,4
738,7
739,4
740,3
741,4
742,6
743,5
744,5
745,3
746,3
747,5
748,4
749,4
750,4
751,3
752,3
753,3
754,4
755,4
756,5
757,7
758,7
759,4
760,4
761,3
762,3
763,4
764,3
765,4
766,3
767,6
768,3
769,4
770,4
771,6
772,5
773,5
774,3
775,3
776,3
777,4
778,4
779,3
780,4
781,4
782,4
783,3
784,5
785,4
786,4
787,3
788,3
789,5
790,4
791,3
792,4
793,3
794,3
795,7
796,4
797,4
798,4
799,3
800,6
801,3
802,4
803,5
804,3
805,7
806,7
807,3
808,3
809,4
810,3
811,4
812,4
813,6
814,3
815,3
816,3
817,4
818,5
819,5
820,5
821,4
822,4
823,3
824,4
825,3
826,3
827,6
828,4
829,4
830,4
831,5
832,4
833,4
834,5
835,4
836,4
837,4
838,4
839,7
840,5
841,3
842,4
843,3
844,4
845,3
846,3
847,3
848,5
849,3
850,4
851,4
852,4
853,5
854,4
855,4
856,4
857,3
858,5
859,4
860,8
861,3
862,3
863,4
864,4
865,4
866,7
867,4
868,4
869,4
870,3
871,3
872,3
873,4
874,3
875,3
876,5
877,5
878,4
879,6
880,4
881,3
882,6
883,3
884,4
885,3
886,4
887,3
888,6
889,3
890,3
891,4
892,4
893,5
894,3
895,4
896,5
897,4
898,8
899,3
900,3
901,3
902,5
903,4
904,3
905,7
906,4
907,5
908,4
909,4
910,4
911,6
912,3
913,4
914,4
915,6
916,3
917,4
918,3
919,3
920,3
921,4
922,5
923,5
924,3
925,4
926,4
927,6
928,4
929,4
930,4
931,3
932,3
933,5
934,4
935,5
936,4
937,3
938,5
939,4
940,4
941,3
942,4
943,5
944,4
945,3
946,3
947,4
948,4
949,3
950,5
951,3
952,4
953,5
954,3
955,4
956,6
957,6
958,3
959,3
960,4
961,5
962,4
963,4
964,3
965,3
966,7
967,4
968,5
969,3
970,6
971,4
972,4
973,4
974,4
975,3
976,3
977,4
978,4
979,7
980,4
981,4
982,3
983,3
984,3
985,5
986,4
987,4
988,2
989,6
990,4
991,3
992,4
993,4
994,4
995,4
996,4
997,3
998,4
999,3
1000,3
1001,5
1002,6
1003,3
1004,3
1005,3
1006,3
1007,5
1008,3
1009,4
1010,4
1011,4
1012,4
1013,3
1014,4
1015,3
1016,3
1017,3
1018,6
1019,4
1020,4
1021,4
1022,3
1023,4
1024,3
1025,4
1026,3
1027,6
1028,3
1029,3
1030,3
1031,3
1032,5
1033,3
1034,6
1035,3
1036,4
1037,4
1038,4
1039,6
1040,4
1041,3
1042,5
1043,4
1044,3
1045,3
1046,4
1047,3
1048,4
1049,4
1050,4
1051,4
1052,3
1053,3
1054,4
1055,5
1056,4
1057,5
1058,4
1059,4
1060,4
1061,4
1062,4
1063,3
1064,4
1065,3
1066,2
1067,3
1068,5
1069,3
1070,3
1071,6
1072,3
1073,4
1074,3
1075,4
1076,4
1077,3
1078,5
1079,5
1080,3
1081,4
1082,4
1083,3
1084,3
1085,4
1086,4
1087,3
1088,5
1089,6
1090,4
1091,3
1092,5
1093,3
1094,5
1095,4
1096,4
1097,4
1098,3
1099,4
1100,4
1101,3
1102,3
1103,4
1104,6
1105,4
1106,3
1107,4
1108,3
1109,5
1110,5
1111,5
1112,4
1113,5
1114,4
1115,4
1116,3
1117,6
1118,3
1119,6
1120,4
1121,4
1122,4
1123,5
1124,4
1125,5
1126,3
1127,3
1128,4
1129,3
1130,4
1131,3
1132,4
1133,3
1134,2
1135,5
1136,6
1137,6
1138,4
1139,3
1140,4
1141,6
1142,7
1143,4
1144,6
1145,7
1146,3
1147,5
1148,3
1149,5
1150,3
1151,3
1152,7
1153,3
1154,3
1155,4
1156,7
1157,4
1158,5
1159,3
1160,4
1161,4
1162,5
1163,4
1164,3
1165,4
1166,3
1167,3
1168,4
1169,3
1170,7
1171,4
1172,6
1173,3
1174,4
1175,3
1176,7
1177,4
1178,4
1179,4
1180,3
1181,3
1182,4
1183,4
1184,5
1185,8
1186,3
1187,4
1188,4
1189,4
1190,4
1191,3
1192,3
1193,3
1194,3
1195,5
1196,4
1197,3
1198,3
1199,4
1200,7
1201,4
1202,5
1203,4
1204,4
1205,3
1206,3
1207,3
1208,4
1209,4
1210,3
1211,4
1212,3
1213,6
1214,4
1215,4
1216,8
1217,3
1218,3
1219,4
1220,4
1221,4
1222,3
1223,3
1224,4
1225,3
1226,5
1227,3
1228,5
1229,5
1230,7
1231,3
1232,3
1233,4
1234,4
1235,3
1236,3
1237,3
1238,6
1239,4
1240,3
1241,5
1242,4
1243,4
1244,6
1245,5
1246,3
1247,4
1248,3
1249,5
1250,2
1251,4
1252,3
1253,3
1254,5
1255,3
1256,4
1257,4
1258,4
1259,4
1260,3
1261,4
1262,4
1263,4
1264,3
1265,4
1266,3
1267,4
1268,3
1269,4
1270,4
1271,3
1272,4
1273,4
1274,4
1275,5
1276,3
1277,4
1278,3
1279,6
1280,4
1281,5
1282,3
1283,3
1284,4
1285,5
1286,6
1287,3
1288,5
1289,6
1290,5
1291,4
1292,4
1293,4
1294,4
1295,4
1296,4
1297,4
1298,5
1299,5
1300,4
1301,4
1302,4
1303,4
1304,4
1305,7
1306,3
1307,2
1308,5
1309,5
1310,5
1311,8
1312,3
1313,3
1314,4
1315,4
1316,7
1317,6
1318,3
1319,6
1320,3
1321,5
1322,4
1323,3
1324,5
1325,3
1326,3
1327,5
1328,3
1329,3
1330,4
1331,4
1332,5
1333,3
1334,4
1335,6
1336,5
1337,4
1338,4
1339,5
1340,4
1341,5
1342,4
1343,3
1344,3
1345,6
1346,5
1347,4
1348,3
1349,4
1350,4
1351,5
1352,4
1353,5
1354,7
1355,4
1356,4
1357,4
1358,4
1359,3
1360,3
1361,3
1362,4
1363,3
1364,4
1365,5
1366,7
1367,4
1368,4
1369,4
1370,4
1371,3
1372,3
1373,6
1374,4
1375,4
1376,4
1377,5
1378,4
1379,5
1380,3
1381,3
1382,4
1383,6
1384,4
1385,4
1386,7
1387,5
1388,7
1389,4
1390,5
1391,6
1392,3
1393,4
1394,4
1395,7
1396,3
1397,5
1398,6
1399,4
1400,4
1401,3
1402,3
1403,6
1404,3
1405,5
1406,3
1407,4
1408,4
1409,3
1410,3
1411,2
1412,4
1413,4
1414,4
1415,5
1416,4
1417,5
1418,5
1419,4
1420,6
1421,4
1422,3
1423,3
1424,3
1425,5
1426,5
1427,4
1428,5
1429,4
1430,3
1431,3
1432,4
1433,3
1434,5
1435,4
1436,3
1437,5
1438,3
1439,4
1440,5
1441,3
1442,3
1443,5
1444,3
1445,3
1446,3
1447,4
1448,3
1449,4
1450,3
1451,3
1452,3
1453,5
1454,4
1455,3
1456,3
1457,3
1458,7
1459,3
1460,3
1461,4
1462,4
1463,4
1464,3
1465,3
1466,3
1467,4
1468,3
1469,4
1470,5
1471,4
1472,5
1473,3
1474,6
1475,3
1476,5
1477,5
1478,6
1479,4
1480,3
1481,4
1482,3
1483,4
1484,3
1485,3
1486,4
1487,3
1488,4
1489,3
1490,4
1491,4
1492,7
1493,7
1494,3
1495,3
1496,5
1497,7
1498,6
1499,4
1500,5
1501,3
1502,4
1503,4
1504,3
1505,6
1506,3
1507,3
1508,3
1509,5
1510,4
1511,4
1512,4
1513,3
1514,4
1515,4
1516,3
1517,4
1518,4
1519,6
1520,3
1521,4
1522,4
1523,3
1524,3
1525,4
1526,3
1527,4
1528,5
1529,3
1530,4
1531,3
1532,3
1533,7
1534,4
1535,4
1536,3
1537,4
1538,3
1539,3
1540,3
1541,5
1542,4
1543,4
1544,5
1545,6
1546,4
1547,4
1548,3
1549,3
1550,7
1551,4
1552,4
1553,3
1554,5
1555,3
1556,4
1557,3
1558,6
1559,5
1560,3
1561,3
1562,3
1563,4
1564,5
1565,4
1566,4
1567,5
1568,4
1569,4
1570,3
1571,3
1572,3
1573,3
1574,4
1575,8
1576,6
1577,3
1578,3
1579,4
1580,5
1581,4
1582,4
1583,4
1584,3
1585,3
1586,3
1587,6
1588,4
1589,4
1590,3
1591,4
1592,3
1593,3
1594,4
1595,3
1596,4
1597,3
1598,3
1599,3
1600,4
1601,3
1602,4
1603,4
1604,8
1605,4
1606,3
1607,5
1608,4
1609,3
1610,4
1611,7
1612,3
1613,4
1614,4
1615,4
1616,4
1617,3
1618,4
1619,6
1620,4
1621,4
1622,3
1623,4
1624,4
1625,3
1626,4
1627,4
1628,3
1629,3
1630,4
1631,3
1632,3
1633,3
1634,5
1635,3
1636,4
1637,3
1638,5
1639,3
1640,3
1641,3
1642,4
1643,3
1644,3
1645,5
1646,3
1647,4
1648,4
1649,3
1650,3
1651,4
1652,7
1653,3
1654,4
1655,4
1656,3
1657,3
1658,4
1659,3
1660,8
1661,4
1662,3
1663,4
1664,3
1665,3
1666,7
1667,3
1668,4
1669,3
1670,3
1671,4
1672,3
1673,4
1674,3
1675,4
1676,4
1677,4
1678,3
1679,4
1680,4
1681,3
1682,3
1683,4
1684,3
1685,3
1686,3
1687,3
1688,3
1689,4
1690,3
1691,7
1692,4
1693,3
1694,3
1695,4
1696,5
1697,5
1698,4
1699,3
1700,4
1701,4
1702,5
1703,3
1704,4
1705,3
1706,3
1707,4
1708,4
1709,5
1710,4
1711,4
1712,4
1713,5
1714,7
1715,3
1716,4
1717,5
1718,4
1719,4
1720,4
1721,3
1722,3
1723,5
1724,4
1725,4
1726,3
1727,3
1728,4
1729,4
1730,5
1731,4
1732,4
1733,3
1734,5
1735,5
1736,4
1737,3
1738,4
1739,4
1740,4
1741,5
1742,4
1743,3
1744,3
1745,4
1746,4
1747,3
1748,4
1749,4
1750,5
1751,3
1752,4
1753,3
1754,4
1755,4
1756,4
1757,5
1758,3
1759,3
1760,5
1761,5
1762,3
1763,3
1764,5
1765,7
1766,5
1767,5
1768,3
1769,4
1770,4
1771,4
1772,5
1773,3
1774,4
1775,4
1776,3
1777,4
1778,2
1779,3
1780,3
1781,4
1782,4
1783,5
1784,3
1785,4
1786,5
1787,6
1788,3
1789,4
1790,4
1791,4
1792,4
1793,3
1794,3
1795,3
1796,4
1797,4
1798,4
1799,4
1800,4
1801,3
1802,5
1803,3
1804,3
1805,4
1806,4
1807,4
1808,5
1809,4
1810,3
1811,3
1812,5
1813,3
1814,5
1815,4
1816,4
1817,4
1818,4
1819,3
1820,5
1821,4
1822,7
1823,3
1824,3
1825,4
1826,3
1827,5
1828,5
1829,6
1830,3
1831,4
1832,4
1833,5
1834,4
1835,4
1836,5
1837,3
1838,3
1839,4
1840,3
1841,3
1842,4
1843,5
1844,3
1845,3
1846,5
1847,3
1848,4
1849,3
1850,4
1851,4
1852,3
1853,5
1854,4
1855,3
1856,3
1857,3
1858,3
1859,3
1860,3
1861,4
1862,3
1863,5
1864,5
1865,3
1866,3
1867,3
1868,4
1869,4
1870,6
1871,4
1872,4
1873,3
1874,4
1875,4
1876,3
1877,4
1878,4
1879,3
1880,4
1881,4
1882,4
1883,3
1884,6
1885,4
1886,3
1887,2
1888,4
1889,4
1890,4
1891,3
1892,6
1893,3
1894,4
1895,3
1896,4
1897,4
1898,3
1899,7
1900,4
1901,4
1902,4
1903,3
1904,3
1905,6
1906,3
1907,8
1908,3
1909,4
1910,5
1911,7
1912,3
1913,5
1914,3
1915,4
1916,3
1917,3
1918,4
1919,4
1920,6
1921,4
1922,3
1923,4
1924,4
1925,4
1926,3
1927,3
1928,4
1929,4
1930,5
1931,3
1932,5
1933,7
1934,3
1935,5
1936,4
1937,5
1938,3
1939,3
1940,4
1941,4
1942,4
1943,3
1944,3
1945,3
1946,3
1947,4
1948,3
1949,4
1950,3
1951,3
1952,4
1953,6
1954,4
1955,3
1956,3
1957,5
1958,4
1959,3
1960,4
1961,3
1962,6
1963,4
1964,4
1965,4
1966,4
1967,3
1968,6
1969,4
1970,3
1971,4
1972,7
1973,4
1974,3
1975,5
1976,3
1977,3
1978,3
1979,4
1980,4
1981,3
1982,4
1983,6
1984,5
1985,4
1986,4
1987,6
1988,5
1989,5
1990,4
1991,7
1992,3
1993,5
1994,6
1995,3
1996,3
1997,3
1998,3
1999,3
2000,4
2001,3
2002,3
2003,3
2004,3
2005,8
2006,3
2007,6
2008,3
2009,5
2010,5
2011,4
2012,3
2013,6
2014,4
2015,5
2016,4
2017,3
2018,7
2019,3
2020,3
2021,3
2022,4
2023,5
2024,3
2025,4
2026,4
2027,3
2028,4
2029,4
2030,3
2031,4
2032,5
2033,6
2034,3
2035,6
2036,3
2037,3
2038,6
2039,3
2040,5
2041,3
2042,3
2043,5
2044,6
2045,3
2046,3
2047,7
2048,3
2049,4
2050,4
2051,4
2052,6
2053,4
2054,4
2055,4
2056,3
2057,3
2058,5
2059,4
2060,4
2061,3
2062,3
2063,8
2064,5
2065,4
2066,7
2067,5
2068,4
2069,3
2070,4
2071,3
2072,4
2073,4
2074,3
2075,6
2076,4
2077,3
2078,4
2079,3
2080,3
2081,4
2082,4
2083,5
2084,3
2085,4
2086,5
2087,3
2088,4
2089,4
2090,4
2091,3
2092,7
2093,6
2094,4
2095,4
2096,5
2097,3
2098,3
2099,4
2100,4
2101,4
2102,5
2103,3
2104,4
2105,4
2106,4
2107,3
2108,5
2109,6
2110,3
2111,4
2112,3
2113,3
2114,6
2115,5
2116,4
2117,7
2118,3
2119,4
2120,4
2121,5
2122,3
2123,4
2124,6
2125,5
2126,3
2127,3
2128,4
2129,4
2130,4
2131,5
2132,3
2133,3
2134,3
2135,6
2136,4
2137,4
2138,5
2139,4
2140,3
2141,6
2142,3
2143,7
2144,4
2145,3
2146,4
2147,4
2148,4
2149,3
2150,3
2151,3
2152,5
2153,4
2154,7
2155,3
2156,4
2157,4
2158,3
2159,3
2160,4
2161,3
2162,4
2163,3
2164,5
2165,4
2166,3
2167,3
2168,3
2169,3
2170,5
2171,4
2172,3
2173,2
2174,7
2175,8
2176,2
2177,5
2178,4
2179,5
2180,3
2181,3
2182,4
2183,5
2184,8
2185,4
2186,5
2187,5
2188,3
2189,5
2190,3
2191,6
2192,3
2193,6
2194,3
2195,3
2196,4
2197,4
2198,5
2199,3
2200,5
2201,4
2202,4
2203,4
2204,2
2205,4
2206,4
2207,4
2208,5
2209,3
2210,7
2211,3
2212,3
2213,4
2214,6
2215,5
2216,3
2217,4
2218,5
2219,6
2220,5
2221,3
2222,4
2223,3
2224,4
2225,5
2226,3
2227,6
2228,7
2229,4
2230,3
2231,3
2232,4
2233,4
2234,3
2235,7
2236,3
2237,4
2238,3
2239,4
2240,4
2241,4
2242,4
2243,7
2244,4
2245,3
2246,3
2247,3
2248,5
2249,4
2250,2
2251,4
2252,7
2253,4
2254,5
2255,6
2256,6
2257,4
2258,4
2259,3
2260,4
2261,4
2262,3
2263,6
2264,6
2265,3
2266,4
2267,4
2268,6
2269,3
2270,4
2271,4
2272,4
2273,4
2274,5
2275,4
2276,5
2277,4
2278,3
2279,3
2280,3
2281,6
2282,5
2283,5
2284,3
2285,6
2286,5
2287,6
2288,6
2289,3
2290,4
2291,5
2292,3
2293,4
2294,4
2295,4
2296,3
2297,5
2298,5
2299,3
2300,3
2301,7
2302,3
2303,3
2304,6
2305,5
2306,3
2307,5
2308,6
2309,4
2310,3
2311,3
2312,4
2313,4
2314,4
2315,4
2316,4
2317,4
2318,4
2319,3
2320,3
2321,8
2322,3
2323,5
2324,4
2325,5
2326,3
2327,3
2328,3
2329,7
2330,4
2331,5
2332,2
2333,5
2334,4
2335,4
2336,7
2337,3
2338,4
2339,4
2340,3
2341,3
2342,3
2343,3
2344,5
2345,4
2346,7
2347,5
2348,3
2349,4
2350,5
2351,4
2352,3
2353,4
2354,4
2355,4
2356,5
2357,4
2358,3
2359,5
2360,3
2361,3
2362,3
2363,4
2364,4
2365,4
2366,5
2367,3
2368,3
2369,3
2370,4
2371,4
2372,4
2373,3
2374,4
2375,3
2376,4
2377,4
2378,4
2379,6
2380,3
2381,3
2382,3
2383,5
2384,3
2385,2
2386,4
2387,6
2388,3
2389,3
2390,4
2391,4
2392,3
2393,4
2394,4
2395,3
2396,4
2397,4
2398,6
2399,5
2400,4
2401,6
2402,3
2403,5
2404,5
2405,8
2406,3
2407,3
2408,4
2409,4
2410,4
2411,4
2412,3
2413,4
2414,7
2415,6
2416,4
2417,3
2418,5
2419,4
2420,8
2421,3
2422,3
2423,4
2424,3
2425,4
2426,7
2427,7
2428,4
2429,5
2430,3
2431,6
2432,3
2433,4
2434,4
2435,4
2436,4
2437,4
2438,3
2439,5
2440,4
2441,4
2442,5
2443,3
2444,4
2445,3
2446,5
2447,3
2448,5
2449,3
2450,6
2451,4
2452,3
2453,6
2454,4
2455,4
2456,4
2457,3
2458,3
2459,3
2460,4
2461,4
2462,4
2463,6
2464,3
2465,4
2466,5
2467,3
2468,6
2469,4
2470,5
2471,4
2472,4
2473,4
2474,5
2475,3
2476,4
2477,2
2478,4
2479,5
2480,4
2481,4
2482,4
2483,4
2484,4
2485,4
2486,3
2487,3
2488,4
2489,6
2490,4
2491,4
2492,4
2493,3
2494,3
2495,3
2496,4
2497,3
2498,3
2499,6
2500,4
2501,4
2502,4
2503,4
2504,4
2505,3
2506,4
2507,3
2508,3
2509,4
2510,4
2511,4
2512,5
2513,4
2514,4
2515,3
2516,4
2517,4
2518,4
2519,4
2520,7
2521,4
2522,4
2523,4
2524,3
2525,4
2526,3
2527,5
2528,3
2529,4
2530,3
2531,5
2532,3
2533,5
2534,5
2535,7
2536,4
2537,4
2538,4
2539,3
2540,4
2541,3
2542,5
2543,7
2544,3
2545,4
2546,6
2547,4
2548,4
2549,5
2550,3
2551,3
2552,5
2553,4
2554,5
2555,6
2556,4
2557,3
2558,4
2559,3
2560,3
2561,4
2562,4
2563,4
2564,3
2565,5
2566,4
2567,5
2568,5
2569,4
2570,3
2571,3
2572,3
2573,4
2574,4
2575,3
2576,5
2577,3
2578,3
2579,4
2580,3
2581,4
2582,5
2583,4
2584,3
2585,4
2586,3
2587,3
2588,3
2589,4
2590,4
2591,4
2592,4
2593,4
2594,4
2595,3
2596,7
2597,3
2598,5
2599,3
2600,5
2601,4
2602,7
2603,5
2604,6
2605,3
2606,3
2607,3
2608,4
2609,3
2610,6
2611,3
2612,5
2613,4
2614,5
2615,5
2616,6
2617,5
2618,3
2619,4
2620,3
2621,4
2622,4
2623,3
2624,4
2625,4
2626,6
2627,3
2628,6
2629,4
2630,6
2631,3
2632,8
2633,3
2634,3
2635,4
2636,3
2637,4
2638,4
2639,3
2640,5
2641,6
2642,4
2643,3
2644,4
2645,4
2646,4
2647,4
2648,6
2649,7
2650,3
2651,4
2652,4
2653,4
2654,3
2655,3
2656,4
2657,4
2658,5
2659,3
2660,4
2661,6
2662,3
2663,5
2664,3
2665,4
2666,3
2667,5
2668,4
2669,4
2670,4
2671,3
2672,4
2673,4
2674,5
2675,3
2676,5
2677,5
2678,5
2679,4
2680,4
2681,3
2682,4
2683,3
2684,6
2685,6
2686,3
2687,3
2688,3
2689,5
2690,3
2691,6
2692,3
2693,4
2694,4
2695,3
2696,5
2697,3
2698,4
2699,4
2700,4
2701,4
2702,3
2703,4
2704,4
2705,4
2706,4
2707,4
2708,4
2709,4
2710,4
2711,4
2712,3
2713,3
2714,4
2715,3
2716,3
2717,4
2718,5
2719,7
2720,4
2721,3
2722,5
2723,5
2724,3
2725,3
2726,3
2727,4
2728,3
2729,4
2730,4
2731,3
2732,5
2733,3
2734,3
2735,4
2736,3
2737,5
2738,4
2739,4
2740,3
2741,4
2742,4
2743,4
2744,5
2745,4
2746,3
2747,6
2748,4
2749,4
2750,3
2751,4
2752,4
2753,5
2754,3
2755,7
2756,3
2757,3
2758,3
2759,3
2760,4
2761,4
2762,3
2763,5
2764,3
2765,3
2766,4
2767,3
2768,3
2769,4
2770,4
2771,4
2772,4
2773,4
2774,4
2775,4
2776,4
2777,3
2778,4
2779,3
2780,3
2781,6
2782,4
2783,4
2784,3
2785,4
2786,3
2787,5
2788,4
2789,3
2790,4
2791,6
2792,3
2793,3
2794,7
2795,3
2796,4
2797,6
2798,4
2799,3
2800,4
2801,3
2802,7
2803,3
2804,3
2805,4
2806,3
2807,3
2808,3
2809,7
2810,4
2811,7
2812,3
2813,3
2814,4
2815,3
2816,4
2817,4
2818,5
2819,4
2820,3
2821,4
2822,3
2823,7
2824,4
2825,6
2826,4
2827,3
2828,3
2829,3
2830,4
2831,3
2832,3
2833,4
2834,3
2835,5
2836,3
2837,5
2838,4
2839,3
2840,3
2841,4
2842,4
2843,4
2844,3
2845,4
2846,2
2847,5
2848,4
2849,4
2850,3
2851,4
2852,3
2853,3
2854,3
2855,5
2856,4
2857,5
2858,3
2859,5
2860,5
2861,4
2862,6
2863,4
2864,5
2865,8
2866,3
2867,6
2868,4
2869,4
2870,4
2871,3
2872,4
2873,9
2874,3
2875,4
2876,3
2877,3
2878,5
2879,3
2880,5
2881,4
2882,7
2883,4
2884,3
2885,3
2886,3
2887,4
2888,4
2889,3
2890,5
2891,3
2892,4
2893,3
2894,4
2895,4
2896,4
2897,8
2898,4
2899,3
2900,4
2901,4
2902,4
2903,4
2904,4
2905,4
2906,4
2907,4
2908,4
2909,4
2910,4
2911,3
2912,4
2913,3
2914,4
2915,4
2916,4
2917,4
2918,5
2919,7
2920,4
2921,4
2922,3
2923,3
2924,5
2925,5
2926,3
2927,3
2928,3
2929,3
2930,3
2931,2
2932,4
2933,4
2934,4
2935,7
2936,3
2937,3
2938,3
2939,3
2940,4
2941,5
2942,3
2943,3
2944,4
2945,6
2946,3
2947,4
2948,4
2949,4
2950,5
2951,4
2952,5
2953,3
2954,6
2955,3
2956,4
2957,4
2958,4
2959,3
2960,3
2961,4
2962,4
2963,4
2964,4
2965,5
2966,4
2967,4
2968,3
2969,4
2970,6
2971,4
2972,4
2973,3
2974,4
2975,4
2976,4
2977,4
2978,4
2979,5
2980,3
2981,4
2982,5
2983,3
2984,6
2985,4
2986,5
2987,3
2988,3
2989,3
2990,4
2991,4
2992,3
2993,4
2994,5
2995,4
2996,4
2997,3
2998,4
